layer,component,explained_variance_ratio,cumulative_explained_variance
1,29,0.002245195209980011,0.14084967644885182
1,30,0.0022347616031765938,0.14308443805202842
1,31,0.0022078044712543488,0.14529224252328277
1,32,0.0021955252159386873,0.14748776773922145
1,33,0.0021802885457873344,0.1496680562850088
1,34,0.0021559102460741997,0.151823966531083
1,35,0.0021467243786901236,0.1539706909097731
1,36,0.0021341380197554827,0.1561048289295286
1,37,0.0021208131220191717,0.15822564205154777
1,38,0.002108355751261115,0.16033399780280888
1,39,0.0020958587992936373,0.16242985660210252
1,40,0.002071170834824443,0.16450102743692696
1,41,0.002060970291495323,0.16656199772842228
1,42,0.002042361069470644,0.16860435879789293
1,43,0.0020296319853514433,0.17063399078324437
1,44,0.0020208575297147036,0.17265484831295907
1,45,0.002007136819884181,0.17466198513284326
1,46,0.0019904791843146086,0.17665246431715786
1,47,0.0019866779912263155,0.17863914230838418
1,48,0.0019847725052386522,0.18062391481362283
1,49,0.001960267312824726,0.18258418212644756
1,50,0.0019518372137099504,0.1845360193401575
1,51,0.001930889906361699,0.1864669092465192
1,52,0.0019171611638739705,0.18838407041039318
1,53,0.0019082974176853895,0.19029236782807857
1,54,0.001901705632917583,0.19219407346099615
1,55,0.0018914606189355254,0.19408553407993168
1,56,0.001879432238638401,0.19596496631857008
1,57,0.001870458945631981,0.19783542526420206
1,58,0.0018642446957528591,0.19969966995995492
1,59,0.0018514104885980487,0.20155108044855297
1,60,0.0018330004531890154,0.20338408090174198
1,61,0.0018319988157600164,0.205216079717502
1,62,0.0018239873461425304,0.20704006706364453
1,63,0.001818093005567789,0.20885816006921232
1,64,0.0018038268899545074,0.21066198695916682
1,65,0.0017994269728660583,0.21246141393203288
1,66,0.0017904872074723244,0.2142519011395052
1,67,0.00178790173958987,0.21603980287909508
1,68,0.001766221015714109,0.2178060238948092
1,69,0.0017570257186889648,0.21956304961349815
1,70,0.0017462118994444609,0.2213092615129426
